booking_id,user_id,place_of_visit,duration_of_visit,start_date,end_date,overall_budget
909,346,Kerala,8,2024-02-25,2024-03-04,INR 55572
910,368,Shimla,13,2024-04-17,2024-04-30,INR 25105
911,452,Goa,7,2024-08-15,2024-08-22,INR 6299
912,959,New York,14,2024-11-01,2024-11-15,INR 12506
913,365,Tokyo,12,2023-11-22,2023-12-04,INR 116008
914,205,Varanasi,12,2023-10-21,2023-11-02,INR 68692
915,799,Shimla,15,2025-04-11,2025-04-26,INR 39819
916,471,Singapore,2,2024-10-19,2024-10-21,INR 47665
917,168,Rishikesh,8,2024-11-07,2024-11-15,INR 42883
918,358,Singapore,14,2024-05-10,2024-05-24,INR 125534
919,321,Rome,10,2025-03-25,2025-04-04,INR 77031
920,533,Sydney,15,2025-07-16,2025-07-31,INR 95223
921,159,Mysore,10,2024-04-12,2024-04-22,INR 56035
922,766,Manali,15,2024-04-13,2024-04-28,INR 98628
923,758,Sydney,9,2025-06-04,2025-06-13,INR 104710
924,645,Agra,6,2024-07-06,2024-07-12,INR 25362
925,800,Dubai,10,2023-12-11,2023-12-21,INR 57473
926,562,Sydney,7,2025-02-12,2025-02-19,INR 39642
927,154,Agra,3,2025-02-22,2025-02-25,INR 5318
928,644,Bangkok,4,2024-07-10,2024-07-14,INR 61404
929,954,Bangkok,14,2023-10-26,2023-11-09,INR 92488
930,134,Rome,10,2024-11-17,2024-11-27,INR 141353
931,656,Sydney,9,2024-07-21,2024-07-30,INR 82658
932,97,Leh,8,2024-06-24,2024-07-02,INR 17775
933,869,Leh,8,2025-06-27,2025-07-05,INR 71273
934,559,Shimla,9,2025-06-26,2025-07-05,INR 50527
935,635,Goa,12,2025-04-17,2025-04-29,INR 18699
936,836,Varanasi,13,2024-12-04,2024-12-17,INR 48132
937,948,Agra,4,2023-09-01,2023-09-05,INR 131476
938,144,Varanasi,12,2025-05-29,2025-06-10,INR 18464
939,201,Manali,4,2023-12-10,2023-12-14,INR 94289
940,208,Tokyo,10,2025-07-09,2025-07-19,INR 93576
941,392,Varanasi,8,2024-03-07,2024-03-15,INR 8473
942,488,Leh,10,2023-12-05,2023-12-15,INR 73956
943,732,Bangkok,6,2024-06-04,2024-06-10,INR 106932
944,987,Varanasi,4,2024-03-07,2024-03-11,INR 7609
945,601,Rishikesh,12,2024-06-06,2024-06-18,INR 33535
946,7,Tokyo,4,2025-07-25,2025-07-29,INR 12791
947,826,Bangkok,8,2024-06-24,2024-07-02,INR 19612
948,380,Jaipur,8,2024-08-27,2024-09-04,INR 74734
949,686,Sydney,8,2024-11-15,2024-11-23,INR 5645
950,873,Singapore,2,2025-01-10,2025-01-12,INR 131597
951,107,Paris,6,2025-03-02,2025-03-08,INR 147158
952,855,Sydney,3,2025-07-27,2025-07-30,INR 115197
953,44,Goa,13,2025-07-24,2025-08-06,INR 149412
954,946,Shimla,11,2023-12-15,2023-12-26,INR 11135
955,566,Kerala,12,2023-11-01,2023-11-13,INR 9464
956,75,Mysore,4,2024-02-20,2024-02-24,INR 87949
957,197,Rishikesh,12,2025-03-30,2025-04-11,INR 127093
958,462,New York,2,2024-03-02,2024-03-04,INR 111550
959,63,Dubai,8,2024-12-17,2024-12-25,INR 8215
960,167,Sydney,2,2023-11-22,2023-11-24,INR 13629
961,463,Manali,3,2025-06-01,2025-06-04,INR 45397
962,233,Leh,6,2025-07-07,2025-07-13,INR 77576
963,710,London,6,2024-08-17,2024-08-23,INR 65638
964,515,Manali,2,2024-12-08,2024-12-10,INR 85583
965,968,Dubai,13,2024-06-04,2024-06-17,INR 130551
966,970,Leh,10,2024-05-12,2024-05-22,INR 19955
967,946,Shimla,14,2024-10-19,2024-11-02,INR 8000
968,273,Mysore,8,2024-01-29,2024-02-06,INR 79943
969,87,Agra,9,2024-05-24,2024-06-02,INR 122839
970,840,Varanasi,8,2023-09-08,2023-09-16,INR 21137
971,642,London,9,2024-11-16,2024-11-25,INR 121102
972,963,Tokyo,2,2024-01-25,2024-01-27,INR 110579
973,728,Manali,6,2023-11-12,2023-11-18,INR 37500
974,107,Tokyo,4,2024-11-18,2024-11-22,INR 28926
975,882,Dubai,14,2023-09-05,2023-09-19,INR 35745
976,147,Mysore,15,2025-01-11,2025-01-26,INR 116979
977,175,Mysore,2,2023-12-15,2023-12-17,INR 72751
978,602,New York,12,2023-12-15,2023-12-27,INR 61757
979,779,Goa,4,2024-05-03,2024-05-07,INR 31242
980,304,Manali,5,2024-10-11,2024-10-16,INR 42982
981,641,Jaipur,2,2024-10-05,2024-10-07,INR 39850
982,444,Leh,9,2024-02-27,2024-03-07,INR 103867
983,193,Goa,7,2024-02-13,2024-02-20,INR 84040
984,757,London,13,2025-01-07,2025-01-20,INR 58839
985,627,Tokyo,8,2023-12-29,2024-01-06,INR 49113
986,153,Leh,8,2025-03-31,2025-04-08,INR 27067
987,993,Goa,12,2024-12-19,2024-12-31,INR 123398
988,981,Kerala,4,2024-09-28,2024-10-02,INR 131136
989,991,Varanasi,15,2023-09-16,2023-10-01,INR 20686
990,617,Sydney,8,2023-10-19,2023-10-27,INR 15779
991,22,Rishikesh,3,2024-07-27,2024-07-30,INR 20922
992,861,Tokyo,8,2025-05-31,2025-06-08,INR 101184
993,31,London,12,2023-08-14,2023-08-26,INR 35232
994,4,Tokyo,5,2023-12-27,2024-01-01,INR 83546
995,12,New York,9,2024-08-16,2024-08-25,INR 82175
996,802,Mysore,3,2024-11-18,2024-11-21,INR 7021
997,198,Varanasi,13,2024-07-16,2024-07-29,INR 33067
998,29,Leh,9,2025-02-03,2025-02-12,INR 129285
999,687,Kerala,9,2024-09-02,2024-09-11,INR 48121
1000,588,Agra,9,2025-08-04,2025-08-13,INR 67618
1001,755,Shimla,4,2024-12-16,2024-12-20,INR 62514
1002,94,London,7,2024-08-08,2024-08-15,INR 83286
1003,126,Rishikesh,8,2025-04-24,2025-05-02,INR 80974
1004,793,Dubai,2,2024-08-09,2024-08-11,INR 146543
1005,770,Varanasi,12,2024-12-28,2025-01-09,INR 36405
1006,239,Paris,8,2025-07-01,2025-07-09,INR 138929
1007,456,Varanasi,9,2025-07-10,2025-07-19,INR 65085
1008,657,Dubai,13,2024-04-14,2024-04-27,INR 126684
1009,109,Varanasi,2,2024-10-08,2024-10-10,INR 116541
1010,226,Bangkok,9,2024-01-12,2024-01-21,INR 71633
1011,37,Agra,5,2025-04-04,2025-04-09,INR 82991
1012,374,Tokyo,11,2024-08-16,2024-08-27,INR 98699
1013,949,London,12,2025-02-11,2025-02-23,INR 48460
1014,552,Paris,4,2025-01-14,2025-01-18,INR 142475
1015,369,Bangkok,7,2025-02-22,2025-03-01,INR 73428
1016,627,Varanasi,7,2023-08-16,2023-08-23,INR 84325
1017,93,Varanasi,4,2024-02-12,2024-02-16,INR 57400
1018,12,Rome,7,2024-07-02,2024-07-09,INR 63565
1019,964,Tokyo,3,2024-07-23,2024-07-26,INR 148593
1020,807,Tokyo,4,2024-06-13,2024-06-17,INR 6631
1021,848,London,11,2025-07-31,2025-08-11,INR 45109
1022,749,Varanasi,6,2024-11-08,2024-11-14,INR 119081
1023,143,Rome,4,2025-03-15,2025-03-19,INR 42722
1024,86,Agra,11,2024-01-10,2024-01-21,INR 121932
1025,46,Tokyo,4,2024-06-28,2024-07-02,INR 38529
1026,231,Manali,12,2023-11-29,2023-12-11,INR 27967
1027,656,Rishikesh,9,2024-10-29,2024-11-07,INR 129668
1028,100,Goa,3,2025-05-07,2025-05-10,INR 69134
1029,416,Tokyo,10,2024-09-08,2024-09-18,INR 61767
1030,896,Bangkok,2,2024-12-13,2024-12-15,INR 45213
1031,841,Bali,5,2024-02-08,2024-02-13,INR 88032
1032,64,Bangkok,4,2024-10-27,2024-10-31,INR 44002
1033,565,Sydney,14,2024-02-05,2024-02-19,INR 53790
1034,603,Mysore,12,2023-09-06,2023-09-18,INR 21335
1035,112,Paris,15,2025-01-13,2025-01-28,INR 6200
1036,581,Sydney,15,2024-03-15,2024-03-30,INR 149079
1037,288,New York,13,2025-02-09,2025-02-22,INR 66330
1038,527,Singapore,9,2024-12-27,2025-01-05,INR 80397
1039,951,Tokyo,10,2024-02-19,2024-02-29,INR 15444
1040,864,Rishikesh,13,2023-12-29,2024-01-11,INR 46125
1041,407,Mysore,4,2024-07-25,2024-07-29,INR 117787
1042,77,Goa,7,2025-01-04,2025-01-11,INR 31441
1043,38,Shimla,6,2025-01-30,2025-02-05,INR 139337
1044,10,Kerala,9,2025-05-18,2025-05-27,INR 27271
1045,792,Paris,9,2025-01-08,2025-01-17,INR 18911
1046,955,New York,13,2024-12-30,2025-01-12,INR 9021
1047,479,Kerala,2,2025-04-10,2025-04-12,INR 106937
1048,117,New York,11,2024-06-09,2024-06-20,INR 15418
1049,643,Varanasi,9,2025-01-03,2025-01-12,INR 95567
1050,241,Singapore,9,2025-04-23,2025-05-02,INR 74458
1051,939,Dubai,12,2024-04-22,2024-05-04,INR 59435
1052,415,Jaipur,7,2024-01-26,2024-02-02,INR 52758
1053,197,London,5,2024-02-24,2024-02-29,INR 100489
1054,938,Goa,8,2025-05-15,2025-05-23,INR 112989
1055,550,New York,4,2024-04-04,2024-04-08,INR 10723
1056,873,Varanasi,11,2024-01-06,2024-01-17,INR 109153
1057,946,Shimla,5,2024-02-03,2024-02-08,INR 74144
1058,264,Varanasi,14,2025-06-19,2025-07-03,INR 18223
1059,912,Rishikesh,7,2023-11-03,2023-11-10,INR 114020
1060,791,Paris,2,2024-11-05,2024-11-07,INR 120550
1061,656,Sydney,14,2024-01-13,2024-01-27,INR 87534
1062,962,Tokyo,14,2023-12-16,2023-12-30,INR 24767
1063,805,Mysore,7,2025-05-11,2025-05-18,INR 117823
1064,735,Sydney,14,2025-05-05,2025-05-19,INR 48324
1065,342,London,9,2025-07-25,2025-08-03,INR 136834
1066,658,Rishikesh,2,2025-04-05,2025-04-07,INR 137703
1067,584,Bangkok,10,2023-09-15,2023-09-25,INR 143837
1068,260,Bangkok,11,2024-05-08,2024-05-19,INR 92383
1069,517,Manali,12,2024-01-30,2024-02-11,INR 138648
1070,883,Manali,9,2024-06-26,2024-07-05,INR 20068
1071,907,Bangkok,8,2024-11-22,2024-11-30,INR 31834
1072,6,Sydney,4,2023-11-01,2023-11-05,INR 64450
1073,576,Mysore,13,2024-12-16,2024-12-29,INR 48597
1074,126,Paris,13,2024-03-27,2024-04-09,INR 60635
1075,775,Kerala,2,2024-05-30,2024-06-01,INR 136191
1076,682,Kerala,10,2023-10-21,2023-10-31,INR 67103
1077,187,Tokyo,12,2025-07-28,2025-08-09,INR 16153
1078,167,New York,11,2024-11-21,2024-12-02,INR 96609
1079,306,Dubai,7,2024-02-08,2024-02-15,INR 57804
1080,292,Sydney,9,2025-04-15,2025-04-24,INR 81760
1081,323,Shimla,6,2025-04-13,2025-04-19,INR 5961
1082,271,Tokyo,4,2024-05-26,2024-05-30,INR 33524
1083,59,Manali,13,2025-04-08,2025-04-21,INR 130944
1084,641,Bali,9,2025-07-26,2025-08-04,INR 58397
1085,9,Dubai,7,2024-03-30,2024-04-06,INR 41118
1086,958,Varanasi,3,2025-07-28,2025-07-31,INR 65982
1087,887,Singapore,13,2025-05-13,2025-05-26,INR 36606
1088,611,Dubai,10,2024-02-09,2024-02-19,INR 54708
1089,809,Leh,14,2025-07-13,2025-07-27,INR 85798
1090,691,Leh,15,2024-03-29,2024-04-13,INR 79970
1091,409,Paris,7,2024-06-05,2024-06-12,INR 113835
1092,782,Paris,3,2025-07-28,2025-07-31,INR 42337
1093,287,Shimla,14,2025-05-17,2025-05-31,INR 28417
1094,249,Singapore,4,2024-05-23,2024-05-27,INR 92657
1095,448,Leh,11,2023-09-25,2023-10-06,INR 124858
1096,759,Shimla,11,2024-10-24,2024-11-04,INR 16693
1097,105,Varanasi,4,2023-10-08,2023-10-12,INR 138399
1098,909,Tokyo,8,2025-03-17,2025-03-25,INR 66009
1099,883,Rome,15,2023-09-22,2023-10-07,INR 70154
1100,138,Mysore,12,2023-12-28,2024-01-09,INR 100764
1101,332,Paris,8,2025-01-27,2025-02-04,INR 21498
1102,953,Varanasi,11,2024-05-30,2024-06-10,INR 139040
1103,815,Singapore,12,2024-02-22,2024-03-05,INR 129333
1104,579,Paris,12,2025-05-04,2025-05-16,INR 75914
1105,347,Paris,12,2024-01-29,2024-02-10,INR 64303
1106,997,Rishikesh,4,2024-03-31,2024-04-04,INR 32579
1107,647,Dubai,11,2023-08-17,2023-08-28,INR 138761
1108,569,Rishikesh,6,2025-07-24,2025-07-30,INR 66349
1109,515,Agra,3,2024-06-21,2024-06-24,INR 98984
1110,440,Manali,11,2025-03-27,2025-04-07,INR 9063
1111,169,Shimla,13,2025-03-22,2025-04-04,INR 34322
1112,88,Tokyo,5,2024-03-09,2024-03-14,INR 118470
1113,426,Rome,2,2025-03-05,2025-03-07,INR 31596
1114,219,Tokyo,6,2024-03-22,2024-03-28,INR 47922
1115,951,New York,11,2023-12-23,2024-01-03,INR 17245
1116,985,Varanasi,7,2023-08-12,2023-08-19,INR 44121
1117,16,Jaipur,6,2024-05-03,2024-05-09,INR 99181
1118,268,Kerala,3,2024-05-05,2024-05-08,INR 47400
1119,736,Varanasi,11,2023-11-18,2023-11-29,INR 66284
1120,368,Bali,14,2023-11-06,2023-11-20,INR 149018
1121,780,New York,13,2023-12-08,2023-12-21,INR 17883
1122,376,Kerala,9,2023-11-21,2023-11-30,INR 127698
1123,794,Mysore,8,2024-01-02,2024-01-10,INR 75265
1124,797,Jaipur,3,2025-07-01,2025-07-04,INR 129261
1125,972,Tokyo,12,2024-11-14,2024-11-26,INR 19519
1126,163,Mysore,13,2025-04-24,2025-05-07,INR 100252
1127,923,Dubai,7,2024-04-29,2024-05-06,INR 16156
1128,85,New York,5,2025-03-21,2025-03-26,INR 21854
1129,639,Agra,12,2025-04-04,2025-04-16,INR 148122
1130,260,Jaipur,12,2024-08-18,2024-08-30,INR 61207
1131,250,Manali,5,2025-04-19,2025-04-24,INR 34276
1132,845,Rome,13,2024-04-30,2024-05-13,INR 46769
1133,828,Sydney,3,2025-05-10,2025-05-13,INR 20713
1134,551,Goa,13,2023-10-12,2023-10-25,INR 27408
1135,774,Sydney,6,2024-05-21,2024-05-27,INR 66968
1136,468,London,4,2024-03-09,2024-03-13,INR 95892
1137,992,Mysore,10,2024-04-26,2024-05-06,INR 128285
1138,704,Leh,14,2025-07-23,2025-08-06,INR 12442
1139,220,Varanasi,2,2025-03-02,2025-03-04,INR 126437
1140,121,Singapore,3,2023-08-17,2023-08-20,INR 129775
1141,826,Sydney,3,2023-09-06,2023-09-09,INR 117734
1142,671,London,11,2023-11-20,2023-12-01,INR 58943
1143,629,Shimla,8,2024-01-03,2024-01-11,INR 138755
1144,538,Tokyo,11,2024-01-19,2024-01-30,INR 122060
1145,733,Singapore,12,2024-01-22,2024-02-03,INR 39745
1146,326,Jaipur,5,2024-01-31,2024-02-05,INR 123697
1147,761,Singapore,9,2025-07-21,2025-07-30,INR 116638
1148,553,Bali,8,2025-04-14,2025-04-22,INR 131797
1149,578,New York,15,2024-11-10,2024-11-25,INR 113802
1150,198,Bali,15,2025-02-24,2025-03-11,INR 133966
1151,826,Singapore,14,2025-07-02,2025-07-16,INR 33533
1152,755,Jaipur,14,2024-01-02,2024-01-16,INR 51059
1153,290,Tokyo,13,2025-03-16,2025-03-29,INR 146061
1154,796,Sydney,8,2024-08-20,2024-08-28,INR 142172
1155,919,Mysore,10,2025-05-31,2025-06-10,INR 56396
1156,10,London,14,2024-12-15,2024-12-29,INR 61479
1157,26,Varanasi,4,2023-09-30,2023-10-04,INR 106362
1158,514,Tokyo,8,2025-06-28,2025-07-06,INR 59303
1159,549,Rome,5,2024-07-26,2024-07-31,INR 136920
1160,80,London,14,2024-10-20,2024-11-03,INR 61307
1161,539,Dubai,4,2024-01-28,2024-02-01,INR 21233
1162,547,Singapore,8,2023-08-26,2023-09-03,INR 69753
1163,946,Leh,11,2024-11-07,2024-11-18,INR 115575
1164,716,Rishikesh,13,2025-07-28,2025-08-10,INR 88627
1165,576,Agra,11,2025-04-11,2025-04-22,INR 99101
1166,215,Varanasi,4,2024-03-10,2024-03-14,INR 42332
1167,385,Kerala,4,2023-09-16,2023-09-20,INR 11785
1168,620,Rome,10,2023-08-14,2023-08-24,INR 33465
1169,74,Bangkok,8,2024-12-20,2024-12-28,INR 24665
1170,368,Sydney,8,2024-07-02,2024-07-10,INR 125520
1171,32,New York,4,2025-04-07,2025-04-11,INR 34938
1172,471,Tokyo,6,2024-12-26,2025-01-01,INR 115472
1173,623,Shimla,15,2024-04-02,2024-04-17,INR 93933
1174,587,Agra,15,2024-04-11,2024-04-26,INR 58148
1175,826,Varanasi,12,2024-01-21,2024-02-02,INR 23499
1176,337,Tokyo,9,2024-04-18,2024-04-27,INR 98865
1177,324,Shimla,2,2025-06-14,2025-06-16,INR 92811
1178,983,Bangkok,10,2025-03-23,2025-04-02,INR 38360
1179,808,Jaipur,10,2025-05-10,2025-05-20,INR 30876
1180,805,New York,3,2024-07-22,2024-07-25,INR 84453
1181,208,Kerala,9,2025-07-12,2025-07-21,INR 19687
1182,688,New York,6,2024-07-31,2024-08-06,INR 145537
1183,868,Bangkok,15,2023-11-02,2023-11-17,INR 18603
1184,180,Agra,14,2024-02-15,2024-02-29,INR 43567
1185,683,Sydney,10,2025-01-12,2025-01-22,INR 64559
1186,743,Bangkok,15,2025-07-29,2025-08-13,INR 21669
1187,618,New York,3,2024-12-20,2024-12-23,INR 29251
1188,564,Shimla,12,2023-08-14,2023-08-26,INR 105684
1189,367,Mysore,10,2023-12-13,2023-12-23,INR 139542
1190,881,Singapore,6,2024-11-23,2024-11-29,INR 73367
1191,568,Jaipur,7,2025-02-04,2025-02-11,INR 8965
1192,426,Shimla,7,2024-05-25,2024-06-01,INR 93683
1193,600,Goa,10,2024-03-12,2024-03-22,INR 37061
1194,464,Jaipur,5,2024-08-24,2024-08-29,INR 127389
1195,992,Agra,5,2024-06-29,2024-07-04,INR 104518
1196,592,Agra,12,2023-12-12,2023-12-24,INR 109685
1197,165,Paris,2,2025-01-19,2025-01-21,INR 107554
1198,290,Jaipur,11,2023-11-23,2023-12-04,INR 38907
1199,204,Rome,11,2024-01-19,2024-01-30,INR 79712
1200,934,Agra,2,2025-07-30,2025-08-01,INR 15688
1201,666,Dubai,8,2024-06-01,2024-06-09,INR 81981
1202,417,Jaipur,14,2023-11-25,2023-12-09,INR 84533
1203,470,Leh,8,2025-06-16,2025-06-24,INR 28626
1204,245,Shimla,6,2023-12-17,2023-12-23,INR 8390
1205,523,Goa,5,2025-03-11,2025-03-16,INR 16344
1206,82,Agra,10,2025-06-19,2025-06-29,INR 73378
1207,163,Shimla,15,2024-08-01,2024-08-16,INR 20507
1208,546,Paris,15,2024-03-22,2024-04-06,INR 60227
1209,822,Bali,2,2024-04-09,2024-04-11,INR 64372
1210,627,New York,7,2024-11-01,2024-11-08,INR 32172
1211,382,Shimla,6,2024-05-02,2024-05-08,INR 119635
1212,57,New York,13,2024-04-11,2024-04-24,INR 136360
1213,803,Bali,12,2025-04-16,2025-04-28,INR 47096
1214,106,Paris,15,2025-05-05,2025-05-20,INR 141870
1215,854,Mysore,10,2025-07-03,2025-07-13,INR 46014
1216,60,New York,7,2024-03-16,2024-03-23,INR 92625
1217,200,New York,3,2024-05-09,2024-05-12,INR 13676
1218,257,Tokyo,12,2024-01-29,2024-02-10,INR 81033
1219,248,Mysore,9,2025-01-15,2025-01-24,INR 62996
1220,673,Varanasi,7,2025-01-02,2025-01-09,INR 98059
1221,98,Varanasi,13,2023-09-29,2023-10-12,INR 5905
1222,345,Tokyo,8,2024-11-30,2024-12-08,INR 52529
1223,179,Shimla,3,2024-09-10,2024-09-13,INR 90889
1224,535,New York,13,2024-07-04,2024-07-17,INR 65291
1225,849,Dubai,3,2024-06-07,2024-06-10,INR 58263
1226,301,Shimla,2,2025-06-06,2025-06-08,INR 98386
1227,908,London,12,2024-10-25,2024-11-06,INR 35038
1228,194,Bali,10,2023-12-02,2023-12-12,INR 15509
1229,52,Jaipur,9,2024-12-19,2024-12-28,INR 81157
1230,913,Jaipur,4,2025-03-13,2025-03-17,INR 27378
1231,836,Manali,11,2024-04-03,2024-04-14,INR 51735
1232,783,Tokyo,9,2025-01-17,2025-01-26,INR 65108
1233,274,Sydney,4,2025-04-17,2025-04-21,INR 86159
1234,446,Singapore,5,2025-04-21,2025-04-26,INR 124423
1235,837,Bali,11,2025-04-06,2025-04-17,INR 50515
1236,990,Bali,8,2025-03-29,2025-04-06,INR 75522
1237,43,Varanasi,12,2024-08-05,2024-08-17,INR 106199
1238,106,Tokyo,9,2025-01-01,2025-01-10,INR 21107
1239,135,Paris,11,2023-10-13,2023-10-24,INR 30440
1240,325,New York,4,2025-02-10,2025-02-14,INR 149736
1241,682,Kerala,12,2024-07-23,2024-08-04,INR 109507
1242,545,Kerala,2,2024-04-15,2024-04-17,INR 126228
1243,315,Shimla,4,2024-08-30,2024-09-03,INR 53457
1244,635,Rome,8,2024-08-15,2024-08-23,INR 81055
1245,678,Varanasi,3,2023-08-23,2023-08-26,INR 130335
1246,755,Rishikesh,15,2024-08-03,2024-08-18,INR 56299
1247,669,Sydney,6,2024-08-04,2024-08-10,INR 84725
1248,911,London,2,2025-06-26,2025-06-28,INR 68830
1249,15,Manali,15,2024-01-27,2024-02-11,INR 52740
1250,862,Kerala,11,2024-12-30,2025-01-10,INR 81251
1251,344,Rishikesh,3,2024-09-07,2024-09-10,INR 29094
1252,856,London,14,2024-08-18,2024-09-01,INR 37161
1253,331,Kerala,9,2025-02-05,2025-02-14,INR 74533
1254,662,Mysore,7,2024-06-28,2024-07-05,INR 37253
1255,284,Goa,11,2024-09-04,2024-09-15,INR 111771
1256,525,Mysore,14,2025-03-08,2025-03-22,INR 73704
1257,769,Shimla,5,2024-05-06,2024-05-11,INR 138502
1258,111,Paris,14,2025-02-17,2025-03-03,INR 107156
1259,162,Bangkok,9,2023-10-27,2023-11-05,INR 93602
1260,593,Varanasi,12,2024-09-21,2024-10-03,INR 6850
1261,63,Bali,6,2025-03-24,2025-03-30,INR 31294
1262,777,New York,13,2023-10-08,2023-10-21,INR 54558
1263,319,Agra,6,2024-03-25,2024-03-31,INR 66417
1264,942,Bangkok,2,2024-04-18,2024-04-20,INR 70073
1265,987,Singapore,13,2023-10-12,2023-10-25,INR 103374
1266,802,Tokyo,6,2024-02-08,2024-02-14,INR 17762
1267,668,Sydney,9,2024-08-16,2024-08-25,INR 18849
1268,904,Bangkok,3,2024-04-01,2024-04-04,INR 54586
1269,481,Singapore,2,2025-07-02,2025-07-04,INR 17618
1270,643,Manali,14,2023-10-22,2023-11-05,INR 105993
1271,515,Rome,5,2024-02-02,2024-02-07,INR 76727
1272,562,Goa,7,2023-09-08,2023-09-15,INR 28206
1273,326,Kerala,13,2024-05-04,2024-05-17,INR 134430
1274,526,Leh,11,2024-05-05,2024-05-16,INR 83595
1275,193,Mysore,11,2024-06-26,2024-07-07,INR 22434
1276,531,Tokyo,15,2024-03-12,2024-03-27,INR 75870
1277,393,Agra,10,2025-01-16,2025-01-26,INR 24111
1278,795,Goa,8,2025-05-13,2025-05-21,INR 34971
1279,941,Goa,4,2023-11-16,2023-11-20,INR 144088
1280,363,Shimla,9,2024-12-27,2025-01-05,INR 78138
1281,571,Rishikesh,10,2023-10-29,2023-11-08,INR 44333
1282,462,Singapore,15,2023-09-24,2023-10-09,INR 108070
1283,851,London,14,2024-10-24,2024-11-07,INR 84508
1284,840,Sydney,15,2025-01-08,2025-01-23,INR 107126
1285,405,Leh,6,2024-06-07,2024-06-13,INR 23536
1286,259,Dubai,2,2025-02-15,2025-02-17,INR 67426
1287,636,Shimla,14,2024-12-09,2024-12-23,INR 9117
1288,227,Tokyo,6,2023-10-07,2023-10-13,INR 30627
1289,601,Rome,8,2024-04-11,2024-04-19,INR 134163
1290,71,Agra,14,2025-05-11,2025-05-25,INR 63712
1291,767,Bali,6,2023-11-05,2023-11-11,INR 12113
1292,119,Bangkok,13,2023-10-31,2023-11-13,INR 76314
1293,595,Paris,2,2025-07-25,2025-07-27,INR 58116
1294,864,Goa,11,2023-09-16,2023-09-27,INR 14926
1295,468,Kerala,7,2024-09-05,2024-09-12,INR 143453
1296,451,Tokyo,3,2025-01-30,2025-02-02,INR 129505
1297,661,Varanasi,5,2024-11-30,2024-12-05,INR 98993
1298,3,Mysore,15,2024-02-11,2024-02-26,INR 58535
1299,448,New York,5,2025-05-27,2025-06-01,INR 12331
1300,351,Rishikesh,5,2023-09-13,2023-09-18,INR 53501
1301,417,Shimla,3,2025-04-02,2025-04-05,INR 113584
1302,889,New York,2,2024-11-18,2024-11-20,INR 128138
1303,499,Sydney,14,2024-02-07,2024-02-21,INR 30559
1304,817,Jaipur,3,2024-03-17,2024-03-20,INR 27154
1305,818,Sydney,4,2024-05-04,2024-05-08,INR 14387
1306,472,Bali,10,2025-06-02,2025-06-12,INR 143260
1307,297,Goa,10,2023-08-14,2023-08-24,INR 126950
1308,820,Sydney,8,2024-03-08,2024-03-16,INR 57804
1309,250,Paris,5,2023-09-06,2023-09-11,INR 132510
1310,77,Bangkok,6,2025-07-26,2025-08-01,INR 113937
1311,205,Dubai,15,2025-02-12,2025-02-27,INR 131263
1312,256,Shimla,7,2023-10-14,2023-10-21,INR 48150
1313,240,Bangkok,8,2024-01-28,2024-02-05,INR 77953
1314,981,London,7,2023-12-06,2023-12-13,INR 115904
1315,358,Jaipur,14,2025-04-26,2025-05-10,INR 98241
1316,463,Shimla,11,2024-02-21,2024-03-03,INR 17705
1317,141,Manali,11,2024-02-01,2024-02-12,INR 108590
1318,906,Leh,15,2024-10-01,2024-10-16,INR 5228
1319,354,Goa,7,2024-10-16,2024-10-23,INR 133471
1320,348,Jaipur,11,2024-07-31,2024-08-11,INR 63872
1321,708,Agra,9,2024-12-23,2025-01-01,INR 65663
1322,363,Tokyo,15,2024-02-18,2024-03-04,INR 44685
1323,237,Jaipur,11,2024-08-16,2024-08-27,INR 134374
1324,974,London,12,2023-12-05,2023-12-17,INR 127763
1325,759,Jaipur,9,2025-05-15,2025-05-24,INR 124186
1326,141,Bangkok,6,2025-01-27,2025-02-02,INR 9223
1327,940,Shimla,10,2024-10-09,2024-10-19,INR 76694
1328,23,Singapore,3,2024-12-27,2024-12-30,INR 103573
1329,865,Manali,2,2024-01-26,2024-01-28,INR 24333
1330,218,Tokyo,3,2023-10-18,2023-10-21,INR 116848
1331,520,Tokyo,7,2023-10-08,2023-10-15,INR 15603
1332,935,Kerala,6,2024-08-20,2024-08-26,INR 87183
1333,848,New York,11,2024-10-04,2024-10-15,INR 27869
1334,382,Varanasi,9,2025-04-20,2025-04-29,INR 46411
1335,657,Bangkok,8,2025-07-26,2025-08-03,INR 113756
1336,879,Sydney,8,2025-07-09,2025-07-17,INR 108792
1337,305,Goa,7,2025-03-04,2025-03-11,INR 120518
1338,689,Mysore,7,2025-01-08,2025-01-15,INR 50313
1339,241,Singapore,4,2024-06-24,2024-06-28,INR 41360
1340,284,Bangkok,13,2025-03-11,2025-03-24,INR 20489
1341,594,Sydney,14,2024-12-21,2025-01-04,INR 144365
1342,49,Rishikesh,2,2024-11-09,2024-11-11,INR 54119
1343,721,Varanasi,3,2025-04-07,2025-04-10,INR 23050
1344,581,Rome,11,2024-10-24,2024-11-04,INR 27350
1345,253,Rome,11,2024-08-23,2024-09-03,INR 39828
1346,453,Mysore,3,2025-03-01,2025-03-04,INR 117081
1347,78,Leh,5,2023-12-26,2023-12-31,INR 113232
1348,928,Singapore,7,2025-07-05,2025-07-12,INR 147336
1349,461,Jaipur,15,2024-05-05,2024-05-20,INR 80913
